id,predicted_price
2591820310,327849.38
7974200820,828176.6
7701450110,998670.06
9522300010,1757675.0
9510861140,690604.4
1761300310,228961.66
7732410120,738799.4
7010701383,624373.8
291310170,377695.72
4232901990,528660.9
6840701125,576680.4
3971700580,374329.66
4202400078,226348.27
6064800090,322664.88
2626119028,197176.0
3303980660,898972.7
862000020,894160.06
2386000070,901167.4
1138000450,359804.62
1775800420,433208.28
2291401425,424786.03
2025770560,806563.8
3525069037,677451.75
9324800450,468419.16
8080400136,526153.7
8651540040,477281.7
9407001790,231662.89
1773101530,195483.31
9432900250,315990.9
1794500695,596556.56
2220069003,363496.84
923000120,406108.03
5728000060,516059.22
16000200,212955.11
1926059094,388337.9
6672900220,828103.2
3629860060,645227.1
1822069109,412854.38
6675500105,352415.75
249000180,1570372.0
226059065,494528.22
396100110,244957.05
9264450460,287837.84
7853361210,374626.8
9474700020,301462.7
421000455,233775.86
3755200220,422680.44
7960100075,443737.44
9477100490,378585.97
9138100350,830943.6
1624049275,438148.62
2770606890,553514.56
1157200189,350045.62
2770601800,502694.25
9301300805,536999.56
2325069032,980942.44
1021079099,327869.88
7215730040,688741.44
1853200080,385717.84
3224600340,662469.4
3222049120,367273.34
2113700025,224975.95
7893207925,219956.95
3586501085,546161.0
8024200010,380496.94
7116500705,166614.83
1598600209,299486.7
7204200025,891962.25
4206901505,535880.5
2937300440,893135.56
7205000180,335064.38
8718500665,374611.8
5318101765,918131.5
4122700020,931620.0
8078700020,510556.0
3303980680,796379.6
8924100372,1056405.5
2781270210,217272.62
519000043,490965.56
3225069301,1245069.8
151000075,729701.2
2297400020,421974.5
6617500085,587675.2
104510180,236143.31
3528900060,842496.06
3345100286,481259.25
1226039130,408137.34
8712100720,729810.5
3037200010,362181.9
3626039268,395734.56
104510230,239772.8
5112800060,378191.56
6072400280,584225.0
5317100570,977908.7
9528102993,528886.7
2919201095,441866.34
6181400920,251893.22
185000161,231560.97
8691400010,694887.9
3345700165,515116.66
6151800486,243382.33
4340000080,1115685.0
4136960010,537168.4
3634100030,288495.25
1624059224,968683.25
2788400090,248818.64
9828200762,416281.34
7524400250,552626.94
3528000290,692870.2
5700003630,1783435.6
2720069019,290728.4
7227501170,247578.72
2397101270,586035.9
6792100090,697331.8
2770602265,493368.6
3971700937,291045.5
422049203,211862.19
3076500830,346336.34
1423400260,269452.47
9161100795,414174.44
3126049052,475900.5
5100401468,408366.56
514500235,417057.2
1423200170,181215.4
1402100070,366882.0
624110020,630231.5
2407000145,208215.47
1890000225,715392.56
1320069271,333457.44
5490700085,339722.56
263000155,426739.0
3726800201,357253.38
5153200358,285217.6
2725079018,715679.6
7165700200,258634.38
9429000170,514367.34
8718500075,357638.47
1760650950,292031.5
1068000559,1100287.8
4113800500,603759.6
4077800507,508564.3
2725069150,704985.44
4008400035,606933.56
7016310270,382444.47
1432701230,210356.42
3278606050,336870.03
2473350710,331468.9
2185000685,182348.95
7792000025,346998.8
6868200029,405408.25
624069003,737695.75
7431500280,846877.8
3296000040,551153.75
1118001215,1241769.1
6453900040,606792.25
333100209,633256.56
34001765,560370.06
8946700100,346447.0
5561401210,462710.47
6671900095,335695.94
3275850020,662646.4
3876300600,370554.94
1450900020,252549.05
8562780280,315100.66
7663700973,309362.5
2126049032,348987.2
1823059159,185091.58
3438503426,265291.78
9297301495,507528.7
7140700850,352861.03
7942601805,616093.3
2555900030,324173.56
2887970040,253673.45
7419700010,647539.75
2239000011,349220.25
9283800050,309734.0
9407001340,269480.94
217500140,498356.53
7212660520,225688.66
3298201170,351862.72
3057000400,266538.72
6865200444,452551.34
6071600340,450366.72
6821600005,611581.5
1235100371,773679.7
7796450340,295907.22
3603000410,145564.34
9297300255,522474.16
9126100850,538345.6
2770601462,520466.34
2599001500,188912.14
1102000095,729471.1
1853080640,889453.25
9551201585,854306.0
3438500796,322517.7
7518504291,463931.28
9269200340,333348.7
715010130,1306069.2
1982201485,572094.3
9526500080,363606.72
9277200180,411560.06
6669150280,271931.6
8917100153,552358.25
3760500516,805999.44
2725069050,907919.94
3332000091,313204.6
8562770080,523140.2
8151601190,236684.67
8563040160,533193.0
240000269,586814.25
4307350200,293759.25
1311910300,236035.64
3574900030,470045.06
7853230570,443950.72
320069049,344998.97
9839301060,545699.56
7011201333,596871.9
2781320100,251968.52
3421069120,406188.03
7852030320,463645.34
5316101075,2334913.8
5309100750,491305.44
629000730,652847.06
511700170,276058.47
1562100030,493768.16
2489200230,513892.34
524069116,513818.47
5315100737,1041524.7
1868900675,754559.4
1608000120,332900.06
705700240,334432.4
7575600610,244916.38
1778500015,655484.3
5423500240,195353.48
6713700025,330442.4
2734100734,281014.28
301402280,182831.97
2113700205,239555.22
4114601570,2643316.5
3332000615,320995.4
3630050180,327976.97
6852700520,508367.75
6870310010,579512.7
6163900981,299267.5
393000142,337765.06
1771100130,329962.97
1442860160,364997.6
9191200435,492333.03
6788200800,849295.5
1115300070,599536.94
3176600105,680823.9
2770604665,518082.78
5469500580,351273.6
5680000545,453922.72
3424089119,610298.44
1328300180,306683.9
1773100922,304672.72
4123830480,309850.84
9808610190,937634.06
4250200140,253900.4
4217402115,3242797.5
3831250350,347275.97
2397101055,722304.8
6817850110,852814.94
7526800200,557180.56
7853370100,619133.44
2523089025,821885.4
9476200680,231949.52
5714200140,373174.0
3575304895,499634.44
263000018,380155.97
8080400177,472392.84
6450304130,316912.94
514500090,594193.5
9477000300,438909.53
853600310,1232501.1
1951600240,202021.83
1099900120,323734.7
5323100120,492893.84
1223089016,449891.56
522059172,240872.14
1930300190,587929.4
9542840410,281898.53
8665050530,439069.16
5592900205,331813.1
5450300010,608940.9
2459960030,316857.06
3331500455,462892.44
3432500705,417356.7
3702900165,299478.5
5249803550,536543.6
626049058,428867.16
1788900380,199299.92
8075400360,211746.12
9113200250,674297.2
2738640040,626515.2
7821200307,446519.84
3530440140,197688.31
3582700130,395712.75
9276200569,691813.9
7197800020,547714.06
686200490,498206.5
3501600100,367635.53
6383000690,536153.6
7604400150,352308.97
5249801411,648965.94
2607720420,436647.75
9561100010,377572.84
1796370590,237536.61
4077800593,364456.56
854000165,228272.05
5536100010,776628.6
4188000670,812445.25
31000165,1301167.1
662350050,888681.75
4137000280,254484.27
6169901130,1053947.6
1953400510,238229.9
7518506716,961495.56
1552520010,373978.66
7955080270,281350.25
9212900100,469343.25
3438500798,322517.7
7899800890,197957.7
4319200605,455884.12
1329300480,348549.8
8935100100,783954.8
5016001260,449000.5
4337600280,283179.16
1446401220,186416.89
7135521530,560576.2
6888900115,257555.83
2413301070,249511.7
345700040,282004.97
5566100145,451174.06
7634800070,334954.6
9346910500,600260.0
3529300060,293454.7
8128600060,897819.6
8572900275,212490.31
4139420590,1240192.1
9274200322,595979.6
1472700200,500241.0
8820903380,402974.97
8563010130,891739.6
8965450110,783863.56
9274204230,515212.22
8165501700,296167.3
2193340260,494536.34
1860600290,853372.44
1222000055,181554.97
2492200280,490185.06
2488200455,371377.62
809001520,1133510.4
1796361140,223834.72
6398000011,556176.75
6813600365,519242.25
7504100920,757305.56
8835770330,565812.44
524059322,798995.44
4307330280,364617.56
1245002952,983098.75
2021069059,223720.47
5700000595,515006.66
3629970930,686303.44
3336002215,246523.25
5100401060,592569.44
3278600750,251329.12
1126069045,903286.9
7568700175,298972.94
452001475,465321.72
9283800230,461293.53
1737300130,510590.16
6189600040,473786.66
3679400025,432729.6
1096100010,303617.97
9513900050,239656.9
5452800645,635355.2
273800100,212779.25
7228500037,418496.56
808300090,446576.5
2493200215,455848.56
5035300255,675459.75
3380900160,334316.78
3630000130,377642.22
7300400670,264786.84
6798100070,340347.1
8078400010,519940.2
5566100060,495302.8
2768200212,486876.66
4035900060,515154.78
9460000110,292045.78
7199320190,520084.94
2225039081,458599.1
9512200050,533386.06
2634500085,290879.84
3654800200,287667.34
2724079090,1177990.5
2597520720,733422.1
3034200426,332149.75
984000130,256593.69
7852020670,408177.44
7923500060,672708.3
2310030510,278855.94
2205500540,477544.66
2493200015,397462.62
7853361420,524490.56
5652600605,500636.72
5285200020,276466.75
9406530150,350176.88
5706300020,451037.88
3278602490,369761.2
7197000100,506806.25
4447300008,515671.3
7899800045,217983.44
9250900095,309389.94
9268851740,554029.5
8682261440,437255.78
7284900385,751770.0
8079040300,389503.3
2225300585,395745.34
3223039013,327504.0
2013801350,230934.66
4055701110,849144.5
3578401770,407346.6
